User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Gratus Mortuis,@GratusM,2021-05-21T01:26:33.000Z,is non issue It always always ALWAYS some doing something only stupid would do and they get shot for being stupid POLICE,0,0,0
맞 Hyundai Stan,@Duizhang_Jjigae,2021-05-21T01:26:27.000Z,to the bill for Black people being by the police The way the sah movement stood on the of black people and got this but then it supposed to just be that you re mum on police brutality,0,0,0
lara cara,@laracara96,2021-05-21T01:26:26.000Z,to and right thing She spoke about IMMEDIATELY she spoke about she spoke about police brutality against black people immediately You don need that much time to process especially if you faster in other similar,1,0,1
End Citizens United,@democracyloses,2021-05-21T01:25:15.000Z,FOP Give us your Tweet Don NEW VIDEO cannot stand by while white police continue to execute Black people in this country We made this video to address this horror and to offer three step solution to HELP stop this madness,0,1,1
achelois,@annisabatrisy_,2021-05-21T01:24:06.000Z,POLICE BRUTALITY AND RACISM IN if you were loud for be loud for and too bring more emphasis to this the police should make us feel safe even when in custody they are to serve and protect not capture and Tweet Mother of grieving outside as her son who was brought into the police station today was dead by the police officer Show this thread,1,215,150
Keon L. Abner,@KeonAbner,2021-05-21T01:23:52.000Z,to and white people believe that their race is superior or supreme to other Then perpetuate that belief through such as Slavery Crow Segregation Police Brutality Education Housing,0,0,1
tan @GirlsGoYena,tan @GirlsGoYena,2021-05-21T01:23:47.000Z,can she literally spoke over hong police brutality to defend the and of,2,8,4
Ghost is tired of police brutality,@tanything26,2021-05-21T01:23:16.000Z,,0,1,2
kieran,@IZULEOTWT,2021-05-21T01:23:03.000Z,if and the since do too but at least acknowledge that they have the in police brutality,0,0,0
City Realms,@CityRealms,2021-05-21T01:22:46.000Z,FOUND OUT HOW TO END POLICE BRUTALITY via OUT HOW TO END POLICE BRUTALITY FOUND OUT HOW TO END POLICE BRUTALITY ALL TEXT TEXT,0,0,0
Jay Corner,@darkjota,2021-05-21T01:18:24.000Z,group of in are still today despite multiple of police brutality Tweet Ariel vila,0,1,1
Ghost is tired of police brutality,@tanything26,2021-05-21T01:18:23.000Z,,1,0,2
Norma,@bayfbii9,2021-05-21T01:17:03.000Z,repost justice,0,0,1
Hallucinating in kwangya,@juyeomc,2021-05-21T01:15:47.000Z,to re literally in the wrong here everyone can tell and their still them your friend is police brutality and ur still them,0,0,2
,@kelliwithaneye,2021-05-21T01:15:08.000Z,Ran for election practically begging for attention from black people during one of the most of police brutality and still nothing,0,0,0
Ghost is tired of police brutality,@tanything26,2021-05-21T01:14:56.000Z,,1,0,0
michealrandle,@micheal_randle,2021-05-21T01:14:04.000Z,to and got job before because had the integrity to call out police brutality in the black community and white want to pretend like it exist,1,1,8
Stephen A. Green,@GreenTheRev,2021-05-21T01:13:45.000Z,How long must Black people wait until Congress legislation on ending police brutality voting and Does our political agenda matter to the United,0,0,1
Jim Clarey,@JimClarey,2021-05-21T01:13:44.000Z,to course they did It what they do Forget about Covid unemployment racism police brutality transparency truth just obfuscate obliterate and negate Here are of loser in man bun by happy,0,1,6
charlie⁷ jimin nonbinary,@curatorofsmiles,2021-05-21T01:12:49.000Z,police brutality if you re not comfortable with the queer expression that at pride semi nudity public of affection holding angry protest and then don go to pride Quote Tweet ultimate fish May My Grandpa used to tell me about how would beat gay men to death in the streets after burning down their Just fun history fact Show this thread,1,2,5
Brian,@Squee22,2021-05-21T01:12:46.000Z,to and be so sure about that Plenty of police brutality in canada,0,0,0
Stephanie Alexandra,@Sam_Alexandra23,2021-05-21T01:12:38.000Z,that had no humanity was probably injured from the tree and then to suffer police brutality right away his life more angry police are dangerous Traffic stop Really,0,0,0
Ghost is tired of police brutality,@tanything26,2021-05-21T01:11:29.000Z,,1,0,1
Ghost is tired of police brutality,@tanything26,2021-05-21T01:08:22.000Z,,1,0,0
Rosanna.Jackson.Wright_ART,@RosannaWright,2021-05-21T01:08:10.000Z,to and then he to cover this heart police brutality video He so strong,0,0,4
Ghost is tired of police brutality,@tanything26,2021-05-21T01:07:54.000Z,,1,0,0
Bharat,@Bharat4Justice,2021-05-21T01:07:53.000Z,Tweet Shame on Show this thread,0,0,0
Bloody.Revolutions Ⓐ,@BRhatesFeds,2021-05-21T01:07:15.000Z,Turns out those doing for police brutality Sad how many still have to figure out your friend Quote Tweet No Justice No Peace Instead of voting against an increase to the Police budget present and the budget increase by one vote Show this thread,2,1,15
Ghost is tired of police brutality,@tanything26,2021-05-21T01:07:02.000Z,,1,0,0
tal? | beautiful night･:*:･ﾟ★☽｡･:*:･,@elftal9,2021-05-21T01:06:25.000Z,To happening in other they stay so quiet Let me list an example you know than we both have similar ways we are even much less aggressive We are also suffering from police brutality,1,1,5
Bharat,@Bharat4Justice,2021-05-21T01:05:42.000Z,to and,0,0,0
Ghost is tired of police brutality,@tanything26,2021-05-21T01:05:20.000Z,,1,0,2
Ghost is tired of police brutality,@tanything26,2021-05-21T01:04:52.000Z,,1,0,2
Bharat,@Bharat4Justice,2021-05-21T01:03:42.000Z,to and,0,0,1
Ghost is tired of police brutality,@tanything26,2021-05-21T01:03:26.000Z,Thread of guess,1,0,2
PaulaWatnick,@WatnickLab,2021-05-21T01:02:57.000Z,to these are the same people who look the other way at police brutality,0,0,0
littledevilonyourshoulder,@sosomac22,2021-05-21T01:02:28.000Z,decided to stop stop ACTUAL crime cause we against police brutality is the organization on earth,0,0,0
Melanie,@StandNewly,2021-05-21T00:54:29.000Z,The Justice system is broken we can no longer trust the police will be honest The Department of Justice department and must get involved Starting with all body cam footage being immediately to their Tweet Cooper Body cam footage and dragged Black man who on his way to the hospital after high speed police pursuit reportedly told his family he been in an auto accident immediately after tree,0,0,0
Hazrie Ayup,@hazrieayup,2021-05-21T00:54:02.000Z,polis rasa rasa Police brutality REALLY in And just wonder why it is always men Same police station Tweet Free Today The year old was said to have been taken in at am and according to the police incident report he at Death Custody,1,3,5
Suma4720,@Suma4720,2021-05-21T00:52:30.000Z,judge accused of trying to hit activist with car during police brutality protest judge accused of trying to hit activist with car during police brutality protest The judge misdemeanor charge of assault with deadly weapon and been to appear in court next month,0,0,0
Orwellian Hegelian Lovecraftian Dialectic,@AnikiFlex,2021-05-21T00:51:55.000Z,to and brutality just about killing people it also abuse and many other,3,0,0
Sithty Minutes,@SithtyMinutes,2021-05-21T00:51:48.000Z,Police Brutality Surprise surprise lied in this country can simply say they re following and the system any atrocity as result What is the point of body if they don dismiss lie until Quote Tweet state initially told family that he on impact after into tree But newly video police actually and dragged and cursed at him while it was happening,0,0,1
tianmimilan,@aikmasters,2021-05-21T00:51:14.000Z,to and not your appearance showing that you re white person commuting and telling black people how they should feel about white person black movement as lyrical ornament and centering the fight against police brutality on her,0,0,4
GhWhatsUpNews,@whatsupnewsgh,2021-05-21T00:50:59.000Z,Police Again Protest Against Police Brutality On Again Protest Against Police Brutality On The Police Service for the second time in less than one month to allow the youth group to protest against police brutality of and ex,0,1,1
A2theP!,@ama_nicol,2021-05-21T00:50:58.000Z,like well got detention and sent to the office twice like for what She said she stand for the pledge she it racist so she said this and teacher sent her to the office so later teacher was police brutality,1,0,0
Susan Dyer Reynolds,@SusanDReynolds,2021-05-21T00:50:56.000Z,blocked me after she been fired from the Examiner as they go in new direction Now hear it because she ran the pro opinion piece by nationally Bay area artist and activist against police brutality Cat,7,6,32
Kamccalister59,@kamccalister59,2021-05-21T00:50:37.000Z,to and DO PORTRAY as because they are racist Let call it like it is They refuse to even acknowledge that suffer from police brutality Shame on the,0,0,1
Praga,@Praga_Muthaliar,2021-05-21T00:49:18.000Z,,0,0,0
Jonas #freepalestina,@GeeraertsJonas,2021-05-21T00:48:57.000Z,extreme violence police brutality death Don really know what to say truly disgusting Tweet Cooper Body cam footage and dragged Black man who on his way to the hospital after high speed police pursuit reportedly told his family he been in an auto accident immediately after tree,0,0,0
AinaAifa #freePalestine,@aina_aifa,2021-05-21T00:47:55.000Z,and The government End police Brutality in Sign the Petition via the Petition End police Brutality in change,0,0,0
Praga,@Praga_Muthaliar,2021-05-21T00:45:26.000Z,AGAIN Tweet Free Today The year old was said to have been taken in at am and according to the police incident report he at Death Custody,0,0,0
だいあん,@DAfiarti,2021-05-21T00:45:13.000Z,and The government End police Brutality in Sign the Petition via the Petition End police Brutality in change,0,0,0
Mel D,@meldflique,2021-05-21T00:44:42.000Z,yang orang,0,4,5
Louise Landry,@louiseblandry,2021-05-21T00:44:28.000Z,Police brutality Tweet Cooper Body cam footage and dragged Black man who on his way to the hospital after high speed police pursuit reportedly told his family he been in an auto accident immediately after tree,0,0,0
𝐶ℎ𝑎𝑝𝑜,@ayoBDB,2021-05-21T00:42:41.000Z,to and brutality guess,0,0,0
Kimi Räikkömen,@meorhaqimy,2021-05-21T00:42:07.000Z,Police brutality in,2,0,0
Nathalie Levey,@Nattleberry,2021-05-21T00:41:49.000Z,We need This is outrageous racism artist in residence at gallery by police in his apartment Black artist in residence at gallery police burst inside his apartment with drawn while he was in bed and no explanation before him The,0,0,0
power puff,@girlyleftist,2021-05-21T00:40:18.000Z,to and All of the people for as result of police brutality The were not in danger,0,0,0
Anu : FREE PALESTINE,@TheAnuhart,2021-05-21T00:40:09.000Z,to and could get minister position in Tory government with that smirk pretty much when it comes with police brutality into the bargain,0,0,1
Am3thyst91,@am3thyst91,2021-05-21T00:38:32.000Z,to you sign bill against hate that included black and brown as well very dark history since it that is very well alive today You want unity then include all Make sure the police brutality STOP,0,0,0
scott flesia,@daddyohno,2021-05-21T00:38:21.000Z,to these crybaby will say that police brutality when the are constantly telling this guy to put his behind his back That resisting arrest Book em,0,0,9
Nikki,@JusticeNow_2020,2021-05-21T00:37:41.000Z,Are there any Black in face Police brutality and The Anti bill that should have been What is the fighting for Every issue domestic abroad is except of Quote Tweet The Post Rep who apartheid not won broad support for her but was this week by President as fighter,0,0,0
Brandon is tired of all the killing,@OKNerdLife1,2021-05-21T00:37:06.000Z,to and change what said You have already incorrectly decided that the two are the same They The YOU use don change the of what against police brutality are NOT equal to the seat of,0,0,0
Erica Verrillo,@EricaVerrillo,2021-05-21T00:36:40.000Z,Black men who reputedly disobey are White men who beat and police on th get due process racism video of deadly arrest of Black man NEW state can be seen on dark roadside stunning punching and dragging Black man as he for leading them on high speed chase body camera video of,0,1,2
Adam Lukasiewicz,@LukasiewiczR,2021-05-21T00:34:56.000Z,What are you doing about the apparent year cover up of what to be the murder of by The video clip some of the worst police brutality to date and its only tiny portion Action must be taken NOW What if that was your son,0,0,0
Billy Nolan EDP,@NoMoreDirtyCops,2021-05-21T00:34:40.000Z,If you lost one to police brutality please read and sign Thank you August Family Led National Action Against Police Brutality in family In the of our who were slain by the police WE the impacted in collaboration with some of our call on the nation to converge at the,0,6,4
Gzm’n,@GzmGzmanpelao,2021-05-21T00:34:33.000Z,Police Brutality Leaves in via following media potentially sensitive content Change View,0,0,0
Scott Blythe BLM,@Scott85023926,2021-05-21T00:34:01.000Z,to and it totally does So many Trump supporting police have been extra brutal and malicious to They are literally to against police brutality with more police brutality,2,0,0
Glen Lucien,@glenthecreator,2021-05-21T00:33:50.000Z,Black to experience witness via while for family they were told he in car wreck Video now was After fatal encounter with the State Police family said police told them he after into tree during high speed chase,0,0,0
Jade,@Jadeee_1619,2021-05-21T00:33:01.000Z,is looking to overturn Just say you hate and move to more pressing such as police brutality voter suppression talk big game about their precious but don realize how much are go up if is,0,0,0
Mike Manolo,@Manolo19131,2021-05-21T00:32:11.000Z,to and don get it can speak for someone else and did not feel or slighted at all by kneeling fully understood that he was taking stance against police brutality and inequality in this country,1,0,2
mk,@rhmtmk,2021-05-21T00:32:09.000Z,Tweet Mother of grieving outside as her son who was brought into the police station today was dead by the police officer Show this thread,0,0,0
abby || END POLICE BRUTALITY,@bunnybobateaa,2021-05-21T00:31:47.000Z,to and will have you know got place in my school spelling bee in grade am an absolute CHAD at spelling could ABSOLUTELY kick the crap that,0,0,1
Nyhiem Way-El (Lord Abba),@RealMoor,2021-05-21T00:31:23.000Z,We re about to go live license to kill Black people Police brutality to go via license to kill Black people Police brutality to go To support the BE THE POWER platform you can contribute to our purchase our merch go to our can,0,0,4
PU Balor,@azhar00215,2021-05-21T00:31:05.000Z,to we condemn US police brutality but we are turning into them,3,62,235
notanyoneyouknow,@SquashCraze,2021-05-21T00:30:17.000Z,This is police brutality against Prove us Tweet Free Today dan polis,0,2,0
dannah,@dannahbagcal,2021-05-21T00:30:12.000Z,oh and you pro if you re not raising awareness about the hate on police brutality and respectfully SHUT UP,0,2,3
The Patriot's Wife,@ThePatriotsWif1,2021-05-21T00:29:57.000Z,to and do think though that it is important to teach to be kind to each other and not to judge by their skin color or their their religion Be good human need that base before you throw police brutality on them,0,0,1
abby || END POLICE BRUTALITY,@bunnybobateaa,2021-05-21T00:29:45.000Z,to man this is as good at as am,1,0,1
_,@tryfreethought,2021-05-21T00:29:26.000Z,to and are you trying to both sides,0,0,0
Valerie Hunt-Darden,@valhuntbeauty,2021-05-21T00:29:01.000Z,Do not keep silent cam video hit and dragged Black man before his death your brother in footage by the Associated Press,0,0,2
NAlni Letchumy,@nalni_letchumy,2021-05-21T00:28:31.000Z,Will this ever end Tweet Free Today The year old was said to have been taken in at am and according to the police incident report he at Death Custody,0,1,1
Rosanna.Jackson.Wright_ART,@RosannaWright,2021-05-21T00:27:25.000Z,When see police brutality often start nearly vomiting in panic attack of helplessness at the evil episode Imagine what the and their go through can take this Someone to do something NOW to reform this horror,0,0,3
13NightMare13,@13NightMare13_,2021-05-21T00:27:21.000Z,to is one time am for police brutality,1,0,0
Socialist Voice,@SocialistVoice,2021-05-21T00:23:14.000Z,is in revolt against More than million have taken to the streets over the past two to protest against government corruption police brutality and the systematic murder of Is in Revolt Against More than five million percent of the country total population have taken to the streets over the past two to protest government corruption police,0,4,5
american-i-on-lyon,@americanionlyon,2021-05-21T00:22:58.000Z,There serious with US Police They need serious screening for pathological behavior Colorado violently woman with dementia then her Now they face violently woman with dementia and then her Now they face On nearly year later Colorado arrest for both and them with multiple in connection with Garner arrest according to,0,0,0
Gku3on3,@gqone2,2021-05-21T00:22:16.000Z,Police officer dragged that man face down that police brutality for police officer to do that,0,0,0
Burhan S,@Burhan_Saeed10,2021-05-21T00:21:25.000Z,is not win it break from all the and This will not stop police brutality,0,25,70
Ghost is tired of police brutality,@tanything26,2021-05-21T00:20:43.000Z,to KNEW YOU WOULD SAY SOMETHING TO HIM tried to warn him,0,0,0
Ghost is tired of police brutality,@tanything26,2021-05-21T00:18:42.000Z,to and say that in front of Bree Also think some good,0,0,0
The Fiji Times,@fijitimes,2021-05-21T00:17:31.000Z,The Human and Anti Discrimination Commission is calling on police to investigate of police brutality on people with psychosocial on the streets of for probe,0,1,8
Jacqueline Brown,@iSurmise3,2021-05-21T00:17:14.000Z,to murder of is one of the worst of police brutality ever,0,0,0
Rosanna.Jackson.Wright_ART,@RosannaWright,2021-05-21T00:16:49.000Z,Many security have to deal with difficult and dangerous everyday without shooting or killing the people involved don need to hear and back and forth when it comes to all these exposed police brutality,0,0,6
pangilinan,@pangilinan,2021-05-21T00:13:02.000Z,to and because it happen in the streets it was peaceful protest guess he now all the police brutality were all fine and dandy,0,1,0
Karmaisabeast90,@karmaisabeast90,2021-05-21T00:11:56.000Z,to what going on is that the Col government police brutality and they are killing Why is afraid to point the finger Yes do not travel but say the real reason Let the tax know that money to support COL military,0,0,0
No Spring Chicken,@springmymble,2021-05-21T00:11:21.000Z,They left of anti untouched homelessness Tweet Yesterday the fifth homeless encampment in week is now just management firm for hide the housing crisis before it property tore Show this thread,0,0,1
BayouBroad,@NikkiOrkid,2021-05-21T00:10:47.000Z,to haven read it Does it contain language against police brutality Police reform Those are hate too we need precise legislation naming for that Otherwise black people are by default even that is subject to interpretation,2,1,5
